Event,Platform,White,Black,Result,WhiteElo,BlackElo,UTCDate,UTCTime,ECO,TimeControl,Termination,Link,Moves
Rated bullet game,Lichess.org,raulblanco,dhawalplayse4,0-1,1874,1821,2020.11.09,19:56:22,A06,60+0,Normal,https://lichess.org/nJRWZsv0,e4 d5 Nf3 dxe4 Ng1 Nf6 d3 exd3 Bxd3 Nc6 Nf3 e5 O-O e4 Nc3 exd3 cxd3 Be6 Re1 Bd6 Ng5 Nd4 Be3 c5 Bxd4 cxd4 Nxe6 fxe6 Rxe6+ Kf7 Rxd6 Qxd6 Ne4 Nxe4 dxe4 Rhe8 Qb3+ Qe6 Qg3 Qg6 Qc7+ Re7 Qc4+ Qe6 Qxd4 Qxe4 Qc5 Qe1+
Rated bullet game,Lichess.org,dhawalplayse4,solarchess,1-0,1814,1873,2020.11.09,19:54:45,B01,60+0,Normal,https://lichess.org/3yW6i9YT,e4 d5 exd5 Qxd5 Nc3 Qa5 Nf3 c6 d3 Bf5 Bd2 Bg4 Ne4 Qc7 h3 Bh5 g4 Bg6 Nd4 e5 Nb3 f5 gxf5 Bxf5 Bg2 Nf6 Qf3 Bxe4 dxe4 Bd6 O-O-O O-O Rhg1 Nbd7 Bf1 Nd5 Qg3 Nf4 Qxg7#
Rated bullet game,Lichess.org,dhawalplayse4,VolodyaOT,1-0,1808,1857,2020.11.09,19:52:54,B07,60+0,Normal,https://lichess.org/sTOM3WvX,e4 e5 d4 d6 dxe5 f6 exf6 Nxf6 Nf3 Nxe4 Bc4 Qe7 O-O Bf5 Bg5 Qd7 Re1 c6 Nc3 d5 Bb3 h6 Bf4 g5 Ne5 Qe6 Nxd5 cxd5 Bxd5 gxf4 Bxe6 Bxe6 Qd4 Nxf2 Qxf2 Nd7 Nxd7 Bc5 Nxc5
Rated bullet game,Lichess.org,aobarbero,dhawalplayse4,0-1,1812,1802,2020.11.09,19:50:34,A01,60+0,Normal,https://lichess.org/ThMVC8XA,b3 d5 Bb2 e6 e3 Nf6 f4 Nc6 Nf3 Be7 Be2 O-O O-O Bd7 Qe1 Qc8 Qg3 h5 Ne5 Nxe5 fxe5 Nh7 Bxh5 g6 Bxg6 fxg6 Qxg6+ Kh8 Nc3 Rg8 Qh6 Bf8 Qh3 Qe8 Rf4 Qg6 Raf1 Bh6 Rf7 Ng5 Nxd5 Nxh3+ Kh1 Qxg2#
Rated bullet game,Lichess.org,dhawalplayse4,I_am_the_FEDS,1-0,1795,1852,2020.11.09,19:48:08,B00,60+0,Time forfeit,https://lichess.org/1xdhMLcR,e4 e5 d4 Nc6 c3 exd4 cxd4 Bb4+ Nc3 d5 e5 f6 Nf3 fxe5 Nxe5 Nxe5 dxe5 d4 Bb5+ c6 Bc4 dxc3 Qf3 Qe7 bxc3 Qxe5+ Be3 Bxc3+ Kf1 Qe7 Bd4 Bxd4 Re1 Qxe1+ Kxe1 Nf6 h3 Bd7 Kd2 O-O-O Rb1 Rhf8 Qb3 Ne4+ Kd3 Bb6 Kxe4 Bf5+ Kf3 Bxb1+ Ke2 Rxf2+ Ke1 Re8+ Be6+ Kc7 Qg3+ Kd8 Qg4
Hourly UltraBullet Arena,Lichess.org,Devilgame,dhawalplayse4,0-1,1093,1585,2020.11.09,10:42:51,A04,15+0,Time forfeit,https://lichess.org/hup0zzi3,d4 d6 Nf3 e5 d5 f6 e3 Ne7 Bb5+ Nd7 Ba4 a6 Nc3 b5 Ne4 c6
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,ssnnn,0-1,1589,1705,2020.11.09,10:42:07,B12,15+0,Time forfeit,https://lichess.org/xylfgRib,e4 c6 d4 d5 c3 dxe4 f3 Bf5 Be2 Bg6 fxe4 e6 e5 Nf6 Nf3 Nfd7 g3 Qf6 g4 Qd8 g5 Be7 h3 Bxg5 h4 Bxc1 Ng5 Bxg5 Qc1 Bxc1 Na3 Bh6 Nc4 c5 Nd6+ Kf8 Rf1 Nc6 Rxf7+ Bxf7
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,DangerBullet,0-1,1593,1674,2020.11.09,06:40:03,B01,15+0,Time forfeit,https://lichess.org/bvCGggDW,e4 d5 d3 Nf6 Nc3 d4 e5 dxc3 exf6 cxb2 Bxb2 exf6 Qd2 Bb4 Nf3 Bxd2+ Kxd2 O-O Re1 Re8 Be2 Rxe2+ Rxe2 Nc6 Rhe1 Ne5 d4 Nxf3+ gxf3 Be6 d5 c6 Kc1 Qa5 Bc3 Qa3+ Kd1 Qxc3 dxe6 Qa1+ Kd2 Qxe1+ Ke3 fxe6 Rxe1 Re8 Rd1 Kf7 Rd7+ Re7 Rxb7 Rxb7 Ke4 Rb2 c4 Rc2 f4 Rxa2 f3 Rf2 Ke3 Rxh2 Kd3 Rh5 Kd4 Rc5 Kxc5 e5 Kd6 exf4 c5 f5 Kxc6 g5 Kb7 g4 c6 gxf3 c7 f2 c8=Q f1=Q Qc7+ Kg6 Qc6+ Kg5
Hourly UltraBullet Arena,Lichess.org,Nefetehli,dhawalplayse4,0-1,1640,1587,2020.11.09,06:39:13,B00,15+0,Time forfeit,https://lichess.org/63WEcrpC,e4 d6 Bc4 e5 Qf3 f6 Qd3 Bg4 Qd5 Be6 Qxe6+ Qe7 Qxe7+ Kxe7 Bf7 Nh6 Nf3 Nxf7 Ng5 Nxg5 O-O Nxe4 g3 Nxd2 f3 Nxf1 Be3 e4 Kxf1 d5 fxe4 d4 Bf4 f5 Bd2 g5 c3 f4 cxd4 f3 Be3 f2 Bxf2 g4 Nc3 h5 h3 Bg7 hxg4 Bxd4 Re1 Rf8 Re2 Bxf2 Rxf2 Rxf2+ Kxf2 Nc6 Nd5+ Kd6 Nxc7 Rf8+ Ke2 Kxc7 Kd3 Ne5+ Kc3 Nxg4 Kb3 Nf2 Ka3 Nxe4 b3 Nd2 Ka4 Nc4 Kb4 Nd6
Hourly UltraBullet Arena,Lichess.org,ATEF02,dhawalplayse4,0-1,1576,1581,2020.11.09,06:38:30,B01,15+0,Time forfeit,https://lichess.org/32PHpCVY,e4 d5 Qf3 e6 Bc4 dxe4 Bd5 exf3 Nxf3 exd5 d3 Qe7+ Be3 Nf6 Nbd2 Ng4 O-O-O Nxe3 Ne4 Nc6 Nd6+ cxd6 Rde1 Be6 Rxe3 g6 Rhe1 Bg7 Ng5 Qf6 Nxe6 Qxb2+ Kd2 fxe6 Ke2 Kd7 Rxe6 Rhe8 Re7+ Rxe7+ Kf3 Rxe1 Kg3 Qxc2 Kf3 d4 Kg3 Ne5 Kf4 h5 Kg3 h4+ Kf4 g5+ Kxg5 h3 Kh4 Bf6+ Kxh3 Ng4 Kg3 Nxf2 Kf3 Nxd3 Kg3 Qf2+ Kg4 Qf4+ Kh5 Be5 Kg6 Qf5+
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,irfan_pradita,0-1,1588,1522,2020.11.09,06:37:46,B10,15+0,Normal,https://lichess.org/cmtsRWGo,e4 c6 d3 d5 Nc3 dxe4 Nf3 f5 Nd4 e5 Be3 exd4 Bxd4 Qxd4 Qd2 e3 Ne4 exd2+ Kxd2 fxe4 f3 exd3 g3 Qxb2 Kxd3 Qxa1 Be2 Qxh1 f4 Qxh2 Bf3 Qxg3 Ke4 Nf6+ Ke3 Nd5+ Ke2 Qxf4 Be4 Qxe4+ Kd1 Nc3+ Kc1 Qe3+ Kb2 Qd2 Kb3 Nd1 Kc4 Qxc2+ Kd4 Qc3+ Ke4 Nd7 Kf4 Nf6 Kg5 Qg3#
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,Arinjoy,0-1,1594,1541,2020.11.09,06:36:51,B20,15+0,Normal,https://lichess.org/jYZRXhsz,e4 c5 d3 d5 Nc3 e6 Be2 b6
Hourly UltraBullet Arena,Lichess.org,irfan_pradita,dhawalplayse4,1-0,1508,1602,2020.11.09,06:36:20,D02,15+0,Time forfeit,https://lichess.org/VAgihSGc,d4 d5 Nf3 e6 g3 Nf6 Bg2 Bd7 O-O Be7 e4 O-O e5 c6 exf6 Bxf6 Re1 Be5 c3 Bxg3 Nbd2 Bxh2+ Kxh2 Qh4+ Kg1 e5 Nxh4 f6 dxe5 g5 exf6 gxh4 Nf3 Rxf6 Nxh4 Be6 Qg4+ Rg6 Qxe6+ Kg7 Qxg6+
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,carlymayne,0-1,1606,1710,2020.11.09,06:35:45,C00,15+0,Normal,https://lichess.org/0GF6Dxeq,e4 e6 d3 Be7 c3 d5 c4 c6 cxd5 cxd5 e5 Nc6 Nf3 Nxe5 Be2 Nxf3+ gxf3 Nf6 d4 Rb8 Nc3 b6 Nb5 Bb7 Nd6+ Bxd6 Qb3 Nd7 Qb5 g6 b4 Qe7 a3 a6 Qa4 b5 Bb2 bxa4 Rb1 Nb6 O-O Nc4 Bxc4 dxc4 Bc1 Qc7 Be3 Qc6 d5 Qxd5 Bd4 Qxf3 Rbd1 Qg2#
Hourly UltraBullet Arena,Lichess.org,guptadarpan1,dhawalplayse4,0-1,1075,1605,2020.11.09,06:34:59,B01,15+0,Time forfeit,https://lichess.org/WUO9HayE,e4 d5 Nc3 e6 exd5 Nf6 f3 Qe7 dxe6 Qxe6+ Qe2 Nc6 Qxe6+ fxe6 Be2 Bd7 d3 Bd6 Bg5 O-O Bxf6 Rxf6 g3 Rg6 h3 e5 d4 Nxd4 Bd3 Nxc2+ Kd2 Nxa1 Kc1 e4 Kb1 e3 Kxa1 Bxg3 Be2 Bf2 Rh2 Bxg1 Rg2 Bf2 Rg1 Rxg1+
Hourly UltraBullet Arena,Lichess.org,UchoMetriks,dhawalplayse4,1/2-1/2,1742,1603,2020.11.09,06:34:03,A00,15+0,Normal,https://lichess.org/HUqsYDdR,g3 d5 Bg2 e6 d4 Nc6 Nf3 Bd7 e3 g6 Nc3 f5 O-O e5 dxe5 Nge7 e6 Bh6 exd7+ Qxd7 e4 Qe6 Bxh6 dxe4 Nd5 O-O-O Nd4 Rxd5 Nxe6 Rxd1 Raxd1 Nd5 Nd4 Nf4 Rd3 Ne2+ Nxe2 exd3 cxd3 Nd4 Re1 Nxe2+ Rxe2 f4 Re1 Rd8 Bxf4 c6 Be3 b6 Rd1 c5 d4 a6 Bh3+ Kc7 dxc5 Kc6 Rxd8 Kb5 Rh8 bxc5 Rxh7 a5 Rg7 Kb4 Rxg6 c4 Rb6+ Ka4 b3+ Ka3 bxc4 Kxa2 c5 Ka3 c6 a4 c7 Ka2 c8=Q a3 Qc1
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,glavih17,0-1,1603,2319,2020.11.09,06:33:22,B01,15+0,Time forfeit,https://lichess.org/uvq9Lmi5,e4 d5 d3 dxe4 dxe4 Qxd1+ Kxd1 e5 Nc3 Nc6 Nb5 Be6 Nxc7+ Kd7 Nxa8 Bc5 Nf3 Bd5 Be3 Nd4 Bxd4 exd4 Nb6+ Bxb6 Ne5+ Ke6 Nxf7 Kxf7 f4 Nf6 f5 Nxe4 Bc4 Nf2+ Ke2 Bxc4+ Kxf2 d3+ Kg3 dxc2 Kg4 Rc8 Kg5 Be6 Rae1 Bxf5 Re7+ Kxe7 Kxf5 c1=Q Rxc1 Rxc1
Hourly UltraBullet Arena,Lichess.org,Davidok777,dhawalplayse4,0-1,1626,1597,2020.11.09,06:33:00,A00,15+0,Time forfeit,https://lichess.org/0UbqqcMK,d3 d5
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,irfan_pradita,1-0,1593,1498,2020.11.09,06:32:18,B10,15+0,Time forfeit,https://lichess.org/lgDl3IWX,e4 c6 d3 d5 f3 dxe4 fxe4 f5 Ne2 fxe4 Ng3 exd3 Ne4 Nf6 Qxd3 Nxe4 Qxe4 Nd7 Bc4 Nf6 Qd3 Qb6 Nc3 Bg4 Be3 Qc7 Bf7+ Kxf7 Qd5+ cxd5 Ne4
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,guptadarpan1,1-0,1592,1068,2020.11.09,06:31:44,C20,15+0,Time forfeit,https://lichess.org/1VGs2ME8,e4 e5 d3 Nc6 Nc3 b6 Nf3 Ba6 Be2 f6 Bd2 Be7 Qc1 Bb4 O-O Bxc3 Bxc3 Qe7 Qd2 Nd4 Nxd4 exd4 Bb4 O-O-O Bxe7 Re8 c3 Nxe7 cxd4 Kb8 Rac1 Bxd3 Qc3 Bxe2 Qxc7+
Hourly UltraBullet Arena,Lichess.org,Sambucan83,dhawalplayse4,1-0,1560,1599,2020.11.09,06:30:54,A06,15+0,Time forfeit,https://lichess.org/7NbxGOvQ,e4 d5 Nf3 e6 exd5 Nf6 dxe6 Bxe6 Bc4 Qe7 Bxe6 Qxe6+ Qe2 Nc6 Qxe6+ fxe6 O-O Be7 Re1 O-O Rxe6 Nd5 Re1 Nf4 d4 Nh3+ gxh3 Rxf3 Bg5 Rxh3 Bxe7 Nxe7 Kg2 Rh6 Rxe7 Rg6+ Kh1 Rf8 Nc3 Rf5 Rae1 h6 Re8+ Kh7 Nd5 Rgg5 Ne7 Rf7 Nf5 Rgxf5 Rh8+ Kxh8 Re8+ Kh7 Re1 Kg6 Rg1+ Rg5 Re1 Rg4 Rg1 Kg5 Rg3 Rxg3 h3 Kf4 fxg3+
Hourly HyperBullet Arena,Lichess.org,dhawalplayse4,devaswin,0-1,1801,1808,2020.11.09,06:00:02,B02,30+0,Time forfeit,https://lichess.org/pJYqSwUh,e4 Nf6 d3 e6 Nc3 d5 Nf3 dxe4 dxe4 Qxd1+ Kxd1 Nc6 Nb5 Bd6 Nxc7+ Bxc7 e5 Nxe5 Nxe5 Bxe5 Bb5+ Bd7 c3 Bxb5 Be3 O-O-O+ Kc2 Bd3+ Kb3 Nd5 Rad1 Nc7 Bxa7 Na6 Bb6 Rd7 Ba5 Re8 a4 Nc5+ Ka2 Na6 f4 Bc4+ b3 Bc7 Bxc7 Rxd1 bxc4 Rxh1 Kb3 Rxh2 Kc2 Rxg2+ Kd3 Rg3+ Kd4 Rxc3 c5 Rd8+ Kxc3 Kxc7 Kc4 Rd3 Kb5 Rb3+ Kc4 Nxc5 Kxc5 Rb4
Rated bullet game,Lichess.org,Vusal13,dhawalplayse4,0-1,1795,1795,2020.11.08,17:17:05,A06,30+0,Time forfeit,https://lichess.org/U7hOuL0Y,e4 d5 Nf3 dxe4 Ne5 f6 Nc4 Nc6 Ne3 Bf5 d3 Bg6 dxe4 e5 Qxd8+ Rxd8 Nf5 Bc5 Bc4 Bxf5 exf5 Nd4 O-O Nxf5 Nc3 Nge7 Ne4 Nc6 Nxc5 b6 Ne4 Rd4 Nc3 Rxc4 Be3 Nxe3 fxe3 Nb4 Rad1 Nxc2 Rc1 Nxe3 Ne2 Nxf1 Rxc4 Nd2 Rc3 Ne4 Re3 Nd6 Rd3 O-O Rd1 Rd8 Re1 Nc4 Ng3 Ne3 Rxe3 f5 Kf2 f4 Rxe5 fxg3+ hxg3 Kf7 Re3 Re8 Rf3+ Ke7 Re3+ Kd7 Rxe8 Kxe8 Ke3 Kf8 Ke4 Ke7 g4 Ke6 g5 c5 g6 c4 gxh7 c3 h8=Q c2 Qh1 c1=Q g3 Qxh1+ Ke3 Qh7 Ke2 Qg6 Kf1 Qxg3 Ke2 Qd6 Ke1 Qc5 Kf1 Qe5 Kf2 Qxb2+ Kg1 Qxa2 Kf1 a5 Kg1 a4 Kf1 a3 Kg1 Qb3 Kf1 Kf5 Kg1 Kf4 Kf1 Kf3 Kg1 Qb1+
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,bUmBlEbEe3,0-1,1603,1715,2020.11.08,13:53:17,A00,15+0,Time forfeit,https://lichess.org/61VlOt99,e3 e5 d3 Nf6 Nc3 g6 Nge2 Bg7 Kd2 O-O b3 e4 Ba3 exd3 Bxf8 dxc2 Qxc2 Qxf8 h4 Qd8 h5 d5 h6 Bxh6 Rxh6 d4 Nf4 dxc3+ Kc1 c5 Qxc3 Nc6 Qxf6 Qxf6 Ne6 Qg7 Nxg7 Kxg7 Rh2 Bf5 f3 Ne5 Bd3 Nxd3+ Kd2 c4 e4 Be6 bxc4 Bd7 Kxd3 Bc6 Kc3 Rd8 Kb4 Rc8 Kc5 a5 a4 b6+ Kd6 Bb7 Ke7 Rc6 e5 Rc7+
Hourly UltraBullet Arena,Lichess.org,Spartakiller1,dhawalplayse4,1-0,1548,1609,2020.11.08,13:52:55,B01,15+0,Normal,https://lichess.org/esM21xbv,e4 d5 f3 Nf6 e5 e6 exf6 Qxf6 f4 Bc5 Nf3 e5 d4 Bxd4 fxe5 Bxe5 Qe2 O-O Qxe5 Re8 Qxe8#
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,Neybappe,1-0,1604,1559,2020.11.08,13:52:12,B10,15+0,Time forfeit,https://lichess.org/3MHFzoZ8,e4 c6 d3 b6 Nc3 d6 Nf3 d5 Be2 d4 Nb1 e5 c3 dxc3 Nxc3 Bb7 Qb3 Be7 Ng5 Nf6 Qxf7+ Kd7 Qxe7+ Qxe7 Nd5 Nxd5 exd5 cxd5 Bg4+ Kd6 h3 Qf6 Ne6 Rf8 b3 Qxf2+ Kd1 Qf1+ Rxf1 Rxf1+ Ke2 Rg1 Ba3+ Kc6 Nf8 Kc7 Ne6+ Kc8 Nd4+ Nd7 Ne6
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,efyd,1-0,1599,1595,2020.11.08,13:51:07,B02,15+0,Time forfeit,https://lichess.org/1H64G0KQ,e4 Nf6 d3 Nxe4 dxe4 g6 Bc4 Bg7 Qf3 O-O h4 e6 h5 d5 h6 dxc4 hxg7 Kxg7 Qh3 h5 g4 e5 gxh5 Bxh3 Rxh3 gxh5 Rxh5 Kf6 Rg5 Ke7 Nf3 Kd7 Rxe5 Nc6 Rd5+ Kc8 Ne5 Qxd5 Bg5 Nxe5 exd5 Nd3+ cxd3 f6 Nc3 fxg5 Nb5 Re8+ Kd2 c6 Nd6+ Kd7 Nxe8 Rxe8 dxc4 cxd5 Re1 dxc4 Rxe8 Kxe8 Kc3 Kd7 Kxc4 b5+ Kxb5 a6+ Kxa6 g4 b4 g3 b5 gxf2 b6 f1=Q+ Ka7 Qf3 b7
Hourly UltraBullet Arena,Lichess.org,traveller2,dhawalplayse4,1-0,2028,1599,2020.11.08,13:50:10,A03,15+0,Normal,https://lichess.org/5Q1bjUP1,f4 d5 Nf3 e6 g3 Nf6 Bg2 Nc6 O-O Ng4 d3 Qh4 gxh4 Nxh2 Nxh2 Be7 e4 Bd6 e5 Bd7 exd6 cxd6 d4 O-O-O c4 dxc4 d5 Ne7 dxe6 Bc6 Bxc6 Rdf8 exf7 bxc6 Qxd6 Rxf7 Qxc6+ Nxc6 Be3 Nd4 Bxd4 Rd7 Nc3 Rxd4 Nb5 Rxf4 Nxa7+ Kb7 Rxf4 Ra8 Rf7+ Kb6 Rxg7 Rxa7 Rxa7 Kxa7 b3 Ka6 bxc4 Ka5 Rc1 Kb4 c5 Kb5 c6 Kb6 c7 Kb7 c8=Q+ Kb6 Qb8+ Ka6 Rc3 Ka5 Ra3#
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,KreyNey,1-0,1591,1750,2020.11.08,13:49:15,B00,15+0,Time forfeit,https://lichess.org/gsQw22ZA,e4 d6 d3 c6 Nc3 b6 Nf3 c5 Be2 b5 a3 a6 b4 a5 bxa5 Bb7 a4 Ra6 Nxb5 Rxa5 Qd2 Rxb5 Qa5 Rb6 Qxb6 Qxb6 a5 Qc7 Bd2 Qd7 Rd1 Qc8 O-O Qc7 Nd4 e6 Nb5 d5 Nxc7+ Kd8 Nxd5 Kc8 Ne7+ Kd7 Nxg8 Kd8 Nh6 Ke7 Nf5+ Ke8 Nd6+ Ke7 Nb5 Kf6 d4 e5 Bb4 Ke6 d5+ Ke7 Bg4 Kd8 Nc7 Ke7 d6+ Kd8 Rd2 f6 Rfd1 Nc6 d7
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,HUSANOV_MESSI,1-0,1588,1469,2020.11.08,13:48:10,C00,15+0,Time forfeit,https://lichess.org/y6kWpFt5,e4 e6 d3 d6 Nc3 c6 Nf3 d5 Be2 dxe4 dxe4 e5 Bd2 f5 exf5 e4 Nd4 Be7 f3 c5 fxe4 cxd4 e5 dxc3 e6 Bxe6 f6 Qd6 Bxc3 Bxf6 Qxd6 Kf7 Qc7+ Be7 Bb4 Nd7 Bd3 Bxb4+ Ke2 Be7 c3 Rc8 Rhf1+ Ke8 Qg3 Kd8 Qh4 Ngf6 Qxf6 Rf8 Qf7 Rxf7 Rxf7 Bxf7 Rf1 Ne5 Rxf7 Nxd3 Kxd3 Ke8 Ke4 Kxf7 Ke5 Re8 Kf4 Bf6 Kg3 Re5 h4 g6 Kh2 h6 g4 g5 Kh3 gxh4 g5 Re3+ Kg4 h5+ Kxh5 Bxg5 Kxg5 Re5+ Kxh4 Re6 Kg3 Rg6+ Kf3 Rf6+ Ke3 Re6+ Kd2
Hourly UltraBullet Arena,Lichess.org,GotYourPieces,dhawalplayse4,0-1,1203,1586,2020.11.08,13:47:37,B01,15+0,Time forfeit,https://lichess.org/gVvTVaOH,e4 d5 exd5 e6 dxe6 Nf6 exf7+ Kxf7 Qf3 Qe7+ Be2 Nc6 Qb3+ Be6 Qxb7 Rb8 Qxc6 Qd6 Qxd6 Bxd6 Nf3 Rhe8 Ng5+ Kg6 Nxe6 Rxe6 Kd1 Nd5 Bf3 Nf4 g3 Ng2 Bxg2 Rbe8
Hourly UltraBullet Arena,Lichess.org,sharp2012,dhawalplayse4,0-1,1338,1584,2020.11.08,13:46:56,A00,15+0,Time forfeit,https://lichess.org/cKc70fyJ,e3 d5 e4 e6 f3 f6 Nh3 g6 Ng5 h6 g3 fxg5 h3 h5 Bg2 g4 Qe2 Bd7 d3 Bg7 hxg4 Kf7 gxh5 Ne7 hxg6+ Kxg6 Rxh8 Qxh8 f4 Qh2 Qg4+ Kf7 Ke2 Ke8
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,SABHILYAsTSEPuTSENKa,1-0,1582,1296,2020.11.08,13:46:32,C20,15+0,Normal,https://lichess.org/NyetbVoq,e4 e5 d4 Nf6 c3 Nc6 Nf3 Nxd4 cxd4 Bc5 dxe5 O-O exf6 d6 e5 Qxf6 exf6 Bd7 fxg7 Be6 Qd2 Kxg7 Bd3 Kg8 Qe3 Kh8 Qe4 d5 Qxh7#
Hourly UltraBullet Arena,Lichess.org,LetItFlow,dhawalplayse4,1-0,1276,1592,2020.11.08,13:45:59,A00,15+0,Normal,https://lichess.org/mmJ8DsPf,e3 d5 Be2 e6 d3 Nf6 c3 Be7 b3 O-O Bb2 Qd7 Qc2 Nc6 Nd2 Ng4 O-O-O Nxf2 Kb1 Nxh1 Ngf3 e5 Rxh1 Qe6 e4 d4 cxd4 Nxd4 Nxd4 exd4 Nf3 f6 Nxd4 Qe5 Nf3 Qe6 Qc3 Qd7 Qxf6 c6 Qxg7#
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,rainbow-unicorn,1-0,1592,1023,2020.11.08,13:45:15,C20,15+0,Time forfeit,https://lichess.org/goJla30E,e4 e5 d3 Nf6 Nc3 Be7 Nb5 O-O Nxc7 d6 Nxa8 Qc7 Nb6 Qc6 c4 Qxc4 b4 d5 Qf3 dxe4 dxc4 exf3 gxf3 e4 Ne2 exf3 Ng3 axb6 Nf5 b5 Bh6 b6 Nxg7 Na6 Ne8 Nb8 Bxf8
Hourly UltraBullet Arena,Lichess.org,Magathishri,dhawalplayse4,0-1,1538,1587,2020.11.08,13:44:07,B01,15+0,Time forfeit,https://lichess.org/CivQo3jc,e4 d5 d3 Nf6 Nf3 dxe4 dxe4 Qxd1+ Kxd1 Nxe4 Be2 Nxf2+ Ke1 Nxh1 Kf1 Nc6 g3 e6 Kg2 Bd6 Kxh1 f6 Kg2 O-O Be3 Bd7 Nc3 Ne5 Ne4 Nxf3 Bxf3 f5 Nxd6 cxd6 Bd4 Rac8 Bc3 b5 Bb7 b4 Bxc8 Rxc8 Bxb4 Rxc2+ Kh3 Rxb2 Bxd6 Rb3 Rd1 Rb8 Bxb8 h6 Rxd7 Kh7 Rd6 g5 Rd8 Kg6 Rd7 Kh5 Kg2 g4 Kf2 f4 Ke2 f3+ Kf2 e5 Ke3 e4 Kf2 e3+ Kxe3 f2 Kxf2 Kg6 Rd5 Kf6 Bf4 Ke7
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,PanjiRiski_981,1-0,1582,1571,2020.11.08,13:43:15,B00,15+0,Time forfeit,https://lichess.org/wkawjMtn,e4 a6 d3 b6 Be3 Bb7 Nf3 d6 Nc3 c6 Be2 Qc7 Qd2 Nd7 O-O-O c5 d4 cxd4 Bxd4 e5 Be3 Ngf6 Nd5 Be7 Nxc7+ Kd8 Nxa8 Bxa8 Qc3 Ke8 Qa3 Bb7 Qxa6 Bxa6 Rd3 Nb8 Rc3 Bd3 Rxd3 Bd8 Rc3 Ke7 Bxb6 Nbd7 Rc8
Hourly HyperBullet Arena,Lichess.org,NikosP,dhawalplayse4,1-0,1621,1803,2020.11.08,11:10:41,A10,30+0,Time forfeit,https://lichess.org/fZk5y1HT,c4 d6 e3 e5 Nc3 f6 Nge2 g6 g3 Ne7 Bg2 Nf5 O-O Bd7 d4 Be7 dxe5 dxe5 Qc2 Nc6 b3 O-O Bb2 Rf7 Rad1 Rg7 Bd5+ Kh8 g4 Qe8 gxf5 gxf5+ Kh1 Qg6 Rg1 Qh6 Rxg7 Qxg7 Rg1 Qh6 Ng3 Bd6 Nxf5 Qh5 Ng7 e4 Nxh5 Rf8 Bxc6 bxc6 Nd5 Be6 Ndxf6
Hourly HyperBullet Arena,Lichess.org,dhawalplayse4,Kkrocks1,1-0,1794,2023,2020.11.08,11:09:20,B06,30+0,Time forfeit,https://lichess.org/p1MIcDPt,e4 d6 d4 g6 Nc3 Bg7 Nf3 Nc6 Bd3 Bg4 Be3 e5 h4 exd4 Bxd4 Nxd4 Bc4 Bxf3 gxf3 Qf6 Qd3 Qxf3 Qxf3 Nxf3+ Ke2 Bxc3 bxc3 Ne5 Bd3 Nxd3 cxd3 O-O-O Rab1 Ne7 Rb2 Rhe8 Rhb1 b6 a4 f5 a5 fxe4 dxe4 Nc6 axb6 cxb6 Kd3 Ne5+ Kd4 Rf8 Kd5 Rf3 c4 Rd3+ Ke6 Re8+ Kf6 Rf3+ Kg5
Hourly HyperBullet Arena,Lichess.org,dhawalplayse4,NikosP,0-1,1803,1603,2020.11.08,11:08:31,C00,30+0,Time forfeit,https://lichess.org/wvfIlnF6,e4 e6 d4 d5 c3 dxe4 Ne2 Nf6 Ng3 e5 Qe2 exd4 Nxe4 Nxe4 Qxe4+ Be7 cxd4 O-O Bc4 Re8 Bd3 Bf6 O-O Rxe4 Bxe4 Bxd4 Re1 Be6 Nc3 Bxc3 Be3 Nc6 Red1 Bxb2 Rxd8+ Rxd8 Rb1 Bf6 h3 b6 a4 Ne5 Bc6 Nxc6 Bc1 Na5 Bb2 Bxb2 Rxb2 Nc4
