Event,Platform,White,Black,Result,WhiteElo,BlackElo,UTCDate,UTCTime,ECO,TimeControl,Termination,Link,Moves
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,Run_King_Run,0-1,1525,1762,2020.11.25,05:33:52,C20,15+0,Normal,https://lichess.org/D8hoj9Rt,e4 e5 d4 d5 c3 Bg4 Be2 f5 Bxg4 fxg4 h3 g3 fxg3 dxe4 Qh5+ Ke7 Qxe5+ Kf7 Nd2 Nf6 Nxe4 Nxe4 Qxe4 Bb4 Nf3 Re8 cxb4 Rxe4+ Kf2 Kg8 Rf1 Rxd4 Ne5 Qf6+ Nf3 Qb6 Ke1 Rd2 Kxd2 Nc6 Ke1 Re8+ Be3 Qxe3+ Kd1 Rd8+ Kc2 Nxb4+ Kb1 Qd3+ Kc1 Qc2#
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,GRC2020,1-0,1515,1643,2020.11.25,05:33:08,B01,15+0,Time forfeit,https://lichess.org/bKQVXa6j,e4 d5 exd5 Nf6 Nc3 e5 d4 Bd6 dxe5 O-O exd6 Re8+ Be2 Qxd6 Ne4 Nbd7 Nxd6 cxd6 Qd2 Ne4 Nf3 Nxd2 Kxd2 Ne5 Ke1 Nxf3+ gxf3 Bg4 Kd2 Bxf3 Bxf3 Re7 Be4 Rae8 Kd3 f5 f4 fxe4+ Kc3 Kf7 Kb3 Kf6 c3 Kf5 Bd2 e3 Bxe3 Rxe3 h3 Re2 Rhg1 Re1 Rg5+ Kxf4 h4 Kf3 Rxe1 Rxe1 Rxg7 Re3 Rf7+ Ke2 Rxb7 Rd3 Rxa7 Rxc3+ Ka4 Kd2 bxc3 Kd3 a3
Hourly UltraBullet Arena,Lichess.org,RidhaanTalwar,dhawalplayse4,0-1,1149,1514,2020.11.25,05:32:16,A00,15+0,Time forfeit,https://lichess.org/7sjfTX1W,e3 d5 Qf3 e6 c4 Nf6 cxd5 c6 dxe6 Bxe6 Bc4 Bd5 Bxd5 cxd5 Qxd5 Nc6 Qxd8+ Rxd8 Nc3 Bb4 Nb5 Bc3 Nc7+ Kd7 dxc3 Kxc7 Bd2 Rd7 Rc1 Rhd8 Rc2 Ne4 Rc1 Nxd2 Rd1 Ne4 Rxd7+ Rxd7 Nf3 Ne5 Ng5 Nd3+ Ke2 Nxb2 Nxf7 Nxc3+
Hourly UltraBullet Arena,Lichess.org,dhawalplayse4,abhiramcr50,1-0,1510,1287,2020.11.25,05:31:33,B00,15+0,Time forfeit,https://lichess.org/1V9PdMjm,e4 d6 d3 e5 Nc3 c5 Nf3 Nc6 Be2 Nd4 Nxd4 cxd4 Nb1 Bd7 c4 Be7 c5 Nf6 cxd6 O-O dxe7 Qxe7 Nd2 Rfe8 Nb3 Qd8 Bd2 Rc8 Rc1 Rxc1 Qxc1 Qc8 Bg5 Qxc1+ Bxc1 g6 O-O Nxe4 h3 Nxf2 Rxf2 Bc6 Rf1 Bxg2 Nc5 Bxf1 Kxf1 Rc8 Kf2 b6 Bf3 Rxc5 b4 Rxc1 Kg3 Rc2 Kh4 Rxa2 Bg4 Ra3 Kg5
Hourly UltraBullet Arena,Lichess.org,LuisKingAlfred,dhawalplayse4,0-1,1500,1506,2020.11.25,05:30:50,?,15+0,Abandoned,https://lichess.org/V48f1o8P,
Rated bullet game,Lichess.org,KingLag,dhawalplayse4,1-0,1961,1907,2020.11.24,18:11:47,D02,60+0,Normal,https://lichess.org/LVGlo6RF,d4 d5 Nf3 e6 c4 Nf6 cxd5 Nxd5 Nc3 Nxc3 bxc3 Nc6 e4 Bd6 Bd3 Be7 O-O Bd7 Bb2 O-O c4 Nb8 d5 exd5 exd5 Bf6 Rb1 Bxb2 Rxb2 b5 c5 a6 Qc2 g6 h4 Qf6 h5 Bf5 Bxf5 Qxf5 Qxf5 gxf5 h6 Re8 Nd4 Re5 d6 cxd6 cxd6 Rd5 Re1 Rxd6 Re8#
Rated bullet game,Lichess.org,ejaraneta,dhawalplayse4,0-1,1893,1897,2020.11.24,05:28:34,B01,60+0,Time forfeit,https://lichess.org/HSHXICL3,e4 d5 exd5 Nf6 Nf3 Nxd5 Be2 Nf4 d4 Nxg2+ Kf1 Bh3 Kg1 e6 Ng5 Qd5 Nxh3 g5 Bf3 Qf5 Bxg2 g4 Nf4 Bd6 Nd3 Nd7 Nc3 h5 Ne4 h4 Nxd6+ cxd6 Bxb7 Rc8 Bxc8 h3 Bxd7+ Kxd7 Ne1 Qd5 c3 Rg8 Qd3 f5 c4 Qb7 d5 exd5 Qxf5+ Kc7 cxd5 Qb4 Bf4 Qd4 Qf7+ Kb6 Qxg8 Qe4 Qf7 Kc5
Rated bullet game,Lichess.org,narcissusperez,dhawalplayse4,0-1,1895,1891,2020.11.24,05:26:10,B01,60+0,Time forfeit,https://lichess.org/exjxslY9,e4 d5 exd5 Nf6 d4 Nxd5 c4 Nf6 h3 Bf5 Nf3 e6 Be2 Nc6 O-O Nb4 Na3 Nc6 Be3 h5 Rc1 Ne4 Nb1 Rg8 Nc3 g5 Ne5 Nxc3 bxc3 g4 hxg4 hxg4 g3 Qf6 Nxg4 Bxg4 Bxg4 Bd6 d5 Ne5 Bd4 c5 Bxe5 Bxe5 dxe6 fxe6 Re1 Qg7 Qf3 Qxg4 Qxg4 Rxg4 Rxe5 Kf7 Rxc5 Rh8 Kg2 Rg7 Re1 Rgh7 Rc7+ Kf6 Rxh7 Rxh7 Kf3 Re7 g4 e5 Rxe5 Kxe5
Rated bullet game,Lichess.org,dhawalplayse4,Adlerjunge,1-0,1885,1892,2020.11.24,05:25:39,B00,60+0,Normal,https://lichess.org/BMCz5TKx,e4 e5 d4 Nc6 d5 Nce7 c4 d6 Nf3 f5 Nc3 Nf6 exf5 Bxf5 Bd3 b5 Bxf5 Nxf5 Nxb5 c5 dxc6 Qc7 Nxc7+
Rated bullet game,Lichess.org,Ranierilopes,dhawalplayse4,1-0,1905,1890,2020.11.24,05:24:12,B01,60+0,Normal,https://lichess.org/UWSYnGvy,e4 d5 exd5 Nf6 f4 Nxd5 Nf3 Nxf4 d4 Nc6 Nc3 e6 Bxf4 Bb4 a3 Bxc3+ bxc3 g5 Bd3 gxf4 O-O Rg8 Ne5 Nxe5 dxe5 Qd5 Qe2 b6 Rad1 Qc6 a4 Qb7 Bb5+ Bd7 Bxd7+ Kd8 Bc6+ Kc8 Bxb7+ Kxb7 Qe4+ c6 Rxf4 Rad8 Rxd8 Rxd8 h3 Ka6 Rxf7 c5 Qc4+ Ka5 Qxe6 Rd1+ Kh2 Kxa4 Qb3+ Ka5 Rxa7#
Rated bullet game,Lichess.org,dhawalplayse4,Mrki06,1-0,1884,1932,2020.11.24,05:23:15,B00,60+0,Normal,https://lichess.org/W5cASbO3,e4 d6 d4 c6 Nc3 Nd7 Nf3 e5 Bd3 Qe7 dxe5 dxe5 Be3 Ngf6 Qe2 g6 O-O Bg7 h3 O-O Rfd1 Nc5 b3 Nxd3 Qxd3 b6 Qc4 Bb7 Qe2 a5 Rac1 Ba6 Qd2 Rfd8 Qe1 Nh5 Rxd8+ Qxd8 g4 Qc7 gxh5 Qd6 hxg6 Qa3 Bxb6 Kh8 gxf7 Qxc1 Qxc1
Rated bullet game,Lichess.org,dhawalplayse4,TameImpalaFan,0-1,1889,1907,2020.11.24,05:20:47,B00,60+0,Normal,https://lichess.org/JoQme4tP,e4 e5 d4 Nc6 d5 Nce7 c3 Ng6 Nf3 d6 Be3 Nf6 Nbd2 Bg4 Bd3 Be7 h3 Bh5 g4 Nxg4 hxg4 Bxg4 Rg1 h5 Nh2 Bxd1 Kxd1 O-O f4 exf4 Bd4 Bf6 Nb3 Bxd4 Nxd4 c5 Nf5 Qf6 Kc2 Ne5 Be2 f3 Nxf3 Nxf3 Bxf3 h4 Rh1 g6 Rag1 Kh7 Nxh4 Kg7 Nf5+ Kg8 Nh6+ Kg7 Nf5+ Kg8 Rg2 Rae8 Nh6+ Kg7 Rgh2 Qf4 Be2 Rxe4 Ng4 Rxe2+ Rxe2 Qxg4 Rd2 Qf5+ Kb3 Re8 Rhd1 Qf4 Rd3 b5 R1d2 Qa4#
Rated bullet game,Lichess.org,a_012,dhawalplayse4,0-1,1914,1883,2020.11.24,05:18:27,B01,60+0,Normal,https://lichess.org/phCjYdne,e4 d5 exd5 Nf6 Nc3 Nxd5 Nxd5 Qxd5 Nf3 Bf5 d4 Qe4+ Be2 Qxc2 Qxc2 Bxc2 O-O Bg6 Be3 e6 Rac1 Nc6 Rc3 Bd6 Rfc1 O-O h3 Be4 Ne5 Nxe5 dxe5 Bxe5 Rc4 Bd5 Rc5 b6 R5c2 Be4 Rc4 Bd5 Rg4 h5 Rg5 Bf6 Rg3 g6 Bxh5 Kh7 Bf3 Be5 Rg5 f6 Rg4 f5 Rh4+ Kg7 Bf4 Bf6 Rxc7+ Rf7 Rxf7+ Kxf7 Bxd5 exd5 Rh7+ Bg7 Be5 Ke6 Rxg7 Rc8 Rxg6+ Kxe5 Rg5 Rc1+ Kh2 Kf4 g3+ Kxg5 f4+ Kf6 h4 d4 Kh3 d3 Kg2 d2 Kf3 d1=Q+ Ke3 Rc2 g4 Qd2+ Kf3 Qf2#
Rated bullet game,Lichess.org,moNster_mOve,dhawalplayse4,1-0,2037,1886,2020.11.24,05:15:58,A06,60+0,Normal,https://lichess.org/4odGp8St,e4 d5 Nf3 dxe4 Ng5 Nc6 d3 exd3 Bxd3 e6 Nf3 Nf6 O-O Bd7 Nc3 Bd6 Ne4 a6 Nxd6+ cxd6 Re1 Qc7 Bg5 O-O Bxf6 gxf6 c3 Rfe8 Qc2 f5 Nd4 Nxd4 cxd4 Qxc2 Bxc2 Rac8 Bd3 e5 dxe5 dxe5 Rac1 e4 Rxc8 Rxc8 Bc4 b5 Bb3 Be6 Bxe6 fxe6 f3 Kf7 fxe4 fxe4 Rxe4 Rc1+ Kf2 Rc2+ Re2 Rc5 b4 Rc4 a3 Rc3 Re3 Rc2+ Kg3 Kf6 h4 h5 Rf3+ Ke5 Re3+ Kd4 Rxe6 Rc3+ Kf4 Rxa3 Rh6 Kc3 Rxh5 Kxb4 g4 Kc4 g5 b4 g6 b3 g7 b2 g8=Q+ Kc3 Qc8+ Kb3 Qe6+ Kc2 Rc5+ Rc3 Qe2+ Kb3 Qd1+ Kb4 Rxc3 Kxc3 h5 a5 h6 a4 h7 a3 h8=Q+ Kb4 Qhd4+ Kb5 Qb3+ Ka5 Qdd5+ Ka6 Qbb5+ Ka7 Qdd7+ Ka8 Qbb7#
Rated bullet game,Lichess.org,dhawalplayse4,jishanshaikh4,0-1,1893,1859,2020.11.24,05:12:54,B13,60+0,Time forfeit,https://lichess.org/OMlwt5Ms,e4 c6 d4 d5 exd5 cxd5 Nc3 Bf5 Nf3 e6 Bd3 Be4 Bxe4 dxe4 Nxe4 f5 Nc3 Nf6 Bf4 Nc6 Nb5 Bb4+ Nc3 O-O a3 Ba5 b4 Nxb4 O-O Nbd5 Nxd5 exd5 Ne5 Ne4 f3 Nc3 Qd3 Nb5 Qxb5 b6 Nc6 Qf6 a4 Bc3 Ra3 Bxd4+ Nxd4 Qxd4+ Be3 Qxe3+ Rxe3 Rac8 Qxd5+ Kh8 c4 h6 Re7 Rcd8 Qe5 Rg8 Re1 Rdf8 Qc7 Rf6 Rd1 Rg6 Rdd7 Kh7 Qxa7 h5 Qxb6 Kh6 Qb7 Rg5 Re6+ Rg6 Rxg6+ Kxg6 Qc7 Kh6 Qd6+ g6 h4 Rg7 Re7 Rg8 Re6 f4 Qe5 Kh7 Qg5 Rg7 Qe7 Rxe7 Rxe7+ Kh6 a5 g5 a6 gxh4 a7 Kg5 a8=Q h3 Qa6 h2+ Kh1 Kh4 Qa7 Kg3 Qc7 Kf2 Qc5+ Kg3 Qd5 Kf2 Qe6 Kg3 Rf7 Kf2 Qf6 Kg3 Rg7+ Kf2 Qg6 Ke3 Qxh5 Kf2 Qf5 Ke3 Qe5+ Kf2 Qd5 Ke2 Re7+ Kf2 Qc5+ Kg3 Qd6 Kf2 Rc7 Ke2 Rb7 Kf2 Rb2+ Kg3 c5 Kh4 c6 Kg3 c7 Kh4 c8=Q Kg3
Rated bullet game,Lichess.org,dhawalplayse4,Kokjarly,0-1,1900,1809,2020.11.24,05:10:20,C00,60+0,Time forfeit,https://lichess.org/bXHxqEX7,e4 e6 d4 h6 Nc3 c6 Nf3 d5 exd5 exd5 Bd3 Nf6 Be3 Be6 Qe2 Bd6 O-O O-O Rae1 Nbd7 Qd2 Bb4 a3 Ne4 Bxe4 dxe4 Ne5 Nxe5 dxe5 Qxd2 Bxd2 Bxc3 Bxc3 Bd5 f3 exf3 gxf3 Rae8 f4 b6 Kf2 g6 Rg1 Kh7 h4 h5 Re3 a5 Reg3 Rg8 Ke3 Be6 Bd4 b5 Kf3 a4 c3 Kh6 Ke3 Kh7 Rg5 Bf5 Kf3 Bg4+ Ke3 Re6 Ke4 Rge8 Rf1 Rd8 Rd1 c5 Bxc5 Rxd1 f5 gxf5+ Kf4 Rf1+ Kg3 Rf3+ Kg2 Rxe5 Kh2 Re2+ Kh1 Rf1+ Bg1 Ree1
Rated bullet game,Lichess.org,sajmir,dhawalplayse4,1-0,1934,1905,2020.11.24,05:08:11,B01,60+0,Normal,https://lichess.org/yHaQFotE,e4 d5 exd5 Nf6 d4 Nxd5 c4 Nf6 Nc3 e6 Nf3 Nc6 Be3 Bd7 Be2 Bb4 O-O Bxc3 bxc3 Ne4 d5 Nxc3 Qd3 Nxe2+ Qxe2 Ne7 Rfd1 exd5 cxd5 O-O Bg5 f6 Bh4 Re8 Qd3 Ng6 Bg3 c6 d6 Re6 Qc4 Kh8 Nd4 Rxd6 Bxd6 b5 Qc5 Nf4 Bxf4 Rb8 Nxc6 Qc8 Bxb8 Bxc6 Bxa7 Qb7 Rd8+ Be8 Re1 h6 Rdxe8+ Kh7 Qf5+ g6 Qxf6 h5 R8e7+ Kh6 Qf4+ g5 R1e6#
Rated bullet game,Lichess.org,wawwel,dhawalplayse4,0-1,1859,1900,2020.11.24,05:05:32,B01,60+0,Time forfeit,https://lichess.org/cgzoJbI9,e4 d5 d3 dxe4 a3 exd3 Bxd3 Nc6 Nf3 Nf6 b4 Bg4 b5 Bxf3 Qxf3 Nd4 Qf4 Ne6 Qf3 a5 a4 Nd4 Qxb7 Rb8 Qa6 Ng4 O-O c6 bxc6 Qc7 g3 Nxc6 Bf4 e5 Re1 f6 Nd2 Be7 Be3 O-O Bc4+ Kh8 Be6 Nh6 c4 Ra8 Qb5 Rfb8 Qd5 Rd8 Qg2 f5 Bd5 Ra6 Nf3 f4 Bd2 fxg3 fxg3 Bd6 Bxh6 gxh6 h3 Rg8 Kh2 Rg7 g4 Ne7 Kh1 Nxd5 cxd5 Qf7 Nh4 e4 Rg1 Qf4 Raf1 Qe5 Rf5 Rg8 Rxe5 Bxe5 Qf2 Bd4 Qf5 Be5 Qe6 Bg7 Qe5 Re6 Qxe6 Bf6 d6 Rg7 d7 Rf7 Qe8+ Rf8
Rated bullet game,Lichess.org,dhawalplayse4,SI-Money,0-1,1905,1910,2020.11.24,05:04:48,B15,60+0,Normal,https://lichess.org/U3BoFcoJ,e4 c6 d4 d5 Nc3 e6 exd5 cxd5 Nf3 Bd7 Bd3 Nc6 Bd2 Nf6 Qc1 Bd6 O-O Qc7 Bf4 Bxf4 Qe1 Bd6 g3 O-O Ng5 h6 Nf3 Rfe8 Qd2 e5 dxe5 Nxe5 Rfe1 Nxf3+
Rated bullet game,Lichess.org,AliHME,dhawalplayse4,0-1,1871,1900,2020.11.24,05:02:41,A00,60+0,Normal,https://lichess.org/Zr5xpdXt,e3 d5 b3 e6 Bb2 Nf6 Nc3 Nc6 Qe2 Bd7 O-O-O Be7 g4 O-O g5 Ne8 h4 f6 gxf6 Bxf6 f4 d4 exd4 Nxd4 Qg2 Bc6 Qh2 Bxh1 Qxh1 Qe7 h5 g6 hxg6 hxg6 Nf3 Nxf3 Qxf3 e5 fxe5 Bxe5 Qg2 Nf6 Qxg6+ Qg7 Bc4+ Kh8 Rh1+ Nh7 Qh5 Bf6 Kb1 Rae8 Bd3 Rf7 Na4 Bxb2 Nxb2 Ree7 Nc4 b5 Ne3 Kg8 Bxb5 Nf6 Bc4 Nxh5 Bxf7+ Qxf7 Rxh5 Qxh5
Rated bullet game,Lichess.org,dhawalplayse4,profehsc,0-1,1906,1889,2020.11.23,12:05:06,C01,60+0,Normal,https://lichess.org/Z5DnQYvI,e4 e6 d4 d5 exd5 exd5 Nc3 Nf6 Nf3 Be7 Bg5 O-O Be2 h6 Bxf6 Bxf6 h4 c6 h5 Bg4 Qd2 Re8 O-O-O Bxf3 Bxf3 Bg5 Qxg5 Qxg5+ Kb1 Nd7 Ne2 Nf6 Ng3 Ne4 Nxe4 dxe4 Be2 e3 fxe3 Rxe3 Rd3 Rae8 Bd1 Rxd3 cxd3 Qxg2 Rh4 Qf2 a3 Qxh4
Rated bullet game,Lichess.org,Tepetepe,dhawalplayse4,0-1,1900,1900,2020.11.23,11:58:52,B01,60+0,Normal,https://lichess.org/p8iUvCyB,e4 d5 exd5 Nf6 Nc3 Nxd5 Nf3 Nxc3 bxc3 Nc6 d4 Bf5 Bd3 e6 Bxf5 exf5 O-O Be7 d5 Nb8 c4 c6 Bb2 O-O Re1 Bf6 Rb1 cxd5 cxd5 Bxb2 Rxb2 b6 c4 Nd7 Rbe2 Nc5 Ne5 f6 Nc6 Qc7 Re7 Qf4 R1e3 Ne4 R7xe4 fxe4 Ne7+ Kh8 d6 Rad8 c5 bxc5 d7 Rf7 Nd5 Qd6 Nc3 Qxd1+ Nxd1 Rfxd7 Re1 Rxd1 Kf1
Rated bullet game,Lichess.org,dhawalplayse4,Magnus4mo,0-1,1907,1848,2020.11.23,10:54:39,D00,60+0,Time forfeit,https://lichess.org/spXAnq7M,e4 d5 d4 dxe4 Nc3 Nf6 f3 Bf5 fxe4 Nxe4 Nxe4 Bxe4 Qe2 Bd5 Bf4 Nc6 c4 Be6 d5 Bxd5 cxd5 Qxd5 Rd1 Qa5+ Bd2 Qb6 Qd3 e6 Ba5 Qxa5+ Kf2 Rd8 Qf3 Qb6+ Kg3 Bd6+ Kh3 O-O Bd3 Bc5 Qh5 g6 Qh4 Bxg1 Rhxg1 Qd4 Qg3 Ne5 Bc2 Qc5 b4 Qxc2 Qxe5 Qf5+ Qxf5 exf5 Rxd8 Rxd8 Re1 Kf8 Re3 Rd4 a3 b6 Kg3 c5 bxc5 bxc5 Rc3 c4 Kf3 Rd3+ Rxd3 cxd3 Ke3 Ke7 Kxd3 Kd6 Kd4 f6 Kc4 Kc6 a4 a5 Kb3 Kc5 Kc3 Kd5 Kb3 Kd4 Kb2 Kc4 Ka3 Kc3 Ka2 Kb4 Kb2 Kxa4 Kc2 Kb4 Kd3 a4 Ke3 a3 Kf4 a2 Kg3 a1=Q Kh3 Qb2 g3 Qc2 Kh4 Qc3 h3 Qd3 g4 Qe4
Rated bullet game,Lichess.org,dhawalplayse4,Franck_PIETERS,0-1,1913,1911,2020.11.23,10:52:31,C21,60+0,Time forfeit,https://lichess.org/gvbAKile,e4 e5 d4 exd4 c3 d5 exd5 Qxd5 Nf3 Be6 Bf4 Nc6 Bxc7 Rc8 Bg3 dxc3 Qxd5 Bxd5 Nxc3 Bxf3 gxf3 Bb4 Bc4 Bxc3+ bxc3 Nf6 O-O O-O Rfe1 Rfe8 Rad1 h6 f4 a6 f5 b5 Bb3 Na5 Bc2 Rxc3 Rxe8+ Nxe8 Bb1 Nc4 Rd8 Kf8 f4 Rc1+ Kg2 Rxb1 Kh3 Ke7 Ra8 a5 Ra7+ Kf6 Kg4 g6 Ra6+ Kg7 Ra8 Ne3+ Kf3 Nxf5 Rxe8 Rb2 Kg4 Rxa2 Kh3 Ra3 Re1 Nd4 Kg2 Nc2 Rc1 Nb4 Rc7 Nd5 Rb7 Ne3+ Kh3 Nf5
Rated bullet game,Lichess.org,Prajwal1402,dhawalplayse4,1-0,1930,1918,2020.11.23,10:50:36,D35,60+0,Normal,https://lichess.org/gj7g87d4,d4 d5 c4 e6 Nc3 Nf6 e3 Nbd7 Nf3 Nb6 Bd2 dxc4 Bxc4 Nxc4 Qa4+ Bd7 Qxc4 a6 Qb3 Ne4 Nxe4 f5 Nc3 Qe7 Qxb7 Rc8 Ne5 g6 O-O h5 Nc6 Bxc6 Qxc6+ Kf7 d5 exd5 Nxd5 Qe5 Bc3 Qe4 Qf6+ Ke8 Qc6+ Kd8 Rad1 Bd6 Qxa6 Qh4 g3 Qg5 Nf6 h4 Rxd6+ cxd6 Qxd6#
Rated bullet game,Lichess.org,dhawalplayse4,SC-online,1-0,1911,1969,2020.11.23,10:48:18,B13,60+0,Time forfeit,https://lichess.org/bJIRfn67,e4 c6 d4 d5 exd5 cxd5 Nc3 Nc6 Nf3 Bg4 Bb5 e6 h3 Bh5 g4 Bg6 Ne5 Qb6 Be3 Ne7 a4 a6 a5 Qc7 Bxc6+ Nxc6 f4 Bb4 Qd2 Nxe5 fxe5 Rc8 O-O Bxc3 bxc3 Qxc3 Qxc3 Rxc3 Bd2 Rxh3 Kg2 Rh4 Kg3 Rh6 Bxh6 gxh6 Rab1 O-O Rxb7 Bxc2 Rc1 Bg6 Kh4 Rc8 Rxc8+ Kg7 g5 hxg5+ Kxg5 h6+ Kh4 Be4 Kg3 Kg6 Rcc7 Kf5 Rxf7+ Kg5 Rg7+ Kh5 Rbf7 Bg6 Rf6 Bf5 Rgg6 Bxg6 Rxe6 Bf5 Rxa6 Kg5 e6 h5 e7 h4+ Kh2 Bd7 Ra7 Be8 Ra8 Bf7 e8=Q Bxe8 Rxe8 Kf4 Rg8 Ke4 Rb8 Kxd4 a6 Kc4 a7 d4 a8=Q d3 Qb7 d2 Qc6+ Kd3 Rd8+ Ke2 Qe6+ Kd1 Rf8 Kc2 Rf1 Kc3 Rf2
Rated bullet game,Lichess.org,Mayank--7,dhawalplayse4,0-1,1889,1906,2020.11.23,10:45:04,A06,60+0,Time forfeit,https://lichess.org/6Ck2MpI9,e4 d5 Nf3 dxe4 Ng5 e5 Nxe4 Nc6 Nbc3 Nf6 d3 Bd6 Nxd6+ cxd6 Be2 Bf5 Be3 O-O O-O d5 f4 d4 fxe5 dxc3 Rxf5 Nd5 Bc1 Qd7 Bg4 Qe7 Bg5 f6 exf6 gxf6 Rxd5 fxg5 bxc3 Qe3+ Kh1 Ne5 Qe2 Qxe2 Bxe2 Rae8 d4 Ng6 Bc4 Kh8 Rxg5 Kg7 h3 Kh6 Rg4 Rf6 h4 Ref8 h5 Nf4 Rxf4 Rxf4 g4 Rxg4 Re1 Rf5 Re6+ Kg5 Re5 Rxe5 dxe5 Kxh5 Bd3 Rh4+ Kg2 Kg5 Kf3 Rf4+ Ke3 Rf8 Be4 Re8 Bf3 b6 Be4 a6 Kd4 Rd8+ Kc4 Re8 Kb3 Kf4 Bd5 Ke3 Bf7 Ke2 Bxe8 a5 Bc6 a4+ Kxa4 b5+
Rated bullet game,Lichess.org,dhawalplayse4,Szp1324,1-0,1900,1919,2020.11.23,10:43:37,C21,60+0,Normal,https://lichess.org/uuUqp85N,e4 e5 d4 exd4 c3 dxc3 Bc4 cxb2 Bxb2 Nc6 Nf3 d6 Qb3 Qe7 O-O Nf6 e5 Nxe5 Nxe5 dxe5 Bxe5 Nd7 Bxc7 Qc5 Bxf7+ Ke7 Re1+ Kf6 Qe6+ Kg5 h4+ Kxh4 Re4+ Kg5 Bf4+ Kh4 Qh3#
Rated bullet game,Lichess.org,zero64,dhawalplayse4,0-1,1894,1894,2020.11.23,10:41:30,D02,60+0,Time forfeit,https://lichess.org/eT22hQsj,d4 d5 Nf3 e6 e3 f6 Bd3 Ne7 c3 Ng6 Nbd2 Nc6 Qe2 Bd7 O-O e5 Re1 f5 e4 fxe4 Bb5 exf3 Nxf3 Nf4 Bxf4 Bd6 dxe5 Be7 e6 Bc8 Ne5 O-O Nf7 Qe8 Bxc6 bxc6 Bxc7 a5 Rad1 Ba6 Qe5 Bf6 Qd6 Be7 Qe5 Bf6 Qe2 Bxe2 Rxe2 Rxf7 Rde1 Rxc7 f4 Rb8 f5 Rb5 g4 d4 h4 dxc3 bxc3 Bxc3 Rd1 Rcb7 g5 Rb1
Rated bullet game,Lichess.org,dhawalplayse4,antimaterie76,1-0,1887,1943,2020.11.23,10:39:09,B13,60+0,Time forfeit,https://lichess.org/ks50qTmQ,e4 c6 d4 d5 exd5 cxd5 Nc3 Nc6 Nf3 Nf6 Bb5 Bg4 Bg5 e6 Bxf6 gxf6 Bxc6+ bxc6 h3 Bh5 g4 Bg6 h4 Bd6 h5 Be4 Nxe4 dxe4 Nd2 f5 gxf5 exf5 f3 Bg3+ Kf1 Qb6 c3 e3 Nc4 Qb5 Kg2 Bf2 Nd6+ Kd7 Nxb5 cxb5 c4 Rhg8+ Kf1 Rg3 cxb5 Rag8 Ke2 Rg2 Kd3 Bg3 Kc4 Rd2 Qa4 Rc8+ Kb3 Bd6 b6+ Ke7 Qxa7+ Kf6 Rac1 Rxc1 Rxc1 Rxd4 Kc3 Rf4 Kd3 Be5 b7 Rxf3 b8=Q e2+ Kxe2 Bxb8 Ke1 Bxa7 Rc6+
Rated bullet game,Lichess.org,dhawalplayse4,Rudin0,0-1,1892,1941,2020.11.23,10:36:03,B00,60+0,Time forfeit,https://lichess.org/u5VQG4Ly,e4 h6 d4 g6 c3 Bg7 Nd2 e6 Nb3 Ne7 Nf3 O-O Be2 Kh7 Bd2 d6 Qc1 f5 h4 a6 exf5 exf5 h5 g5 Bd3 Nbc6 g3 b5 c4 bxc4 Qxc4 Qe8 g4 Na7 gxf5 Bxf5 Bxf5+ Nxf5+ Kd1 Nb5 a4 Na7 Qxc7 Rc8 Qxa7 Qe4 Ne1 Qxh1 Rc1 Qxh5+ f3 Qxf3+ Nxf3 Rxc1+ Kxc1 Nxd4 Nbxd4 Re8 Ne6 Rxe6 Nd4 Re7 Kc2 Rxa7 Bc3 Rc7 Nf5 Bxc3 Ng7 Bxg7+ Kd3 Rd7 b3 d5 Ke2 Re7+ Kf3 Re5 Kg4 Re4+ Kh5 Rb4 a5 Rxb3 Kg4 Rb2 Kh5 Rb1 Kg4 Rb2 Kh5 Rh2+ Kg4 Rg2+ Kh5 Rh2+
Rated bullet game,Lichess.org,picpadohaako,dhawalplayse4,0-1,1861,1887,2020.11.23,10:33:36,A01,60+0,Time forfeit,https://lichess.org/r0Ru7d7R,b3 d5 Bb2 e5 Na3 Nf6 c3 Bxa3 Bxa3 Nc6 d3 Bd7 e3 Ne7 g3 O-O Nh3 h6 Bg2 c6 f3 Qc7 Nf2 a6 e4 b5 exd5 cxd5 Rc1 Nc6 O-O a5 Bxf8 Rxf8 d4 exd4 cxd4 Rc8 Nd3 Qd6 Nc5 b4 h4 Be6 Kh2 g5 hxg5 hxg5 Nxe6 Qxe6 Bh3 g4 fxg4 Kg7 g5 Rh8 g4 Nxg4+ Kg3 Rxh3+ Kxh3 Ne3+ Kh2 Nxd1 Rcxd1 Qe2+ Kh3 Nxd4 Rxd4 Qe3+ Kg2 Qxd4 Rf3 Qe4 Kg3 d4 Rf4 d3 Rxe4 d2
